,n,Relations,FCY Result
4250,95,"[[65, 67]]","(True, 96)"
4251,95,"[[66, 68]]","(True, 96)"
4252,95,"[[67, 69]]","(True, 96)"
4253,95,"[[68, 70]]","(True, 96)"
4254,95,"[[69, 71]]","(True, 96)"
4255,95,"[[70, 72]]","(True, 96)"
4256,95,"[[71, 73]]","(True, 96)"
4257,95,"[[72, 74]]","(True, 96)"
4258,95,"[[73, 75]]","(True, 96)"
4259,95,"[[74, 76]]","(True, 96)"
4260,95,"[[75, 77]]","(True, 96)"
4261,95,"[[76, 78]]","(True, 96)"
4262,95,"[[77, 79]]","(True, 96)"
4263,95,"[[78, 80]]","(True, 96)"
4264,95,"[[79, 81]]","(True, 96)"
4265,95,"[[80, 82]]","(True, 96)"
4266,95,"[[81, 83]]","(True, 96)"
4267,95,"[[82, 84]]","(True, 96)"
4268,95,"[[83, 85]]","(True, 96)"
4269,95,"[[84, 86]]","(True, 96)"
4270,95,"[[85, 87]]","(True, 96)"
4271,95,"[[86, 88]]","(True, 96)"
4272,95,"[[87, 89]]","(True, 96)"
4273,95,"[[88, 90]]","(True, 96)"
4274,95,"[[89, 91]]","(True, 96)"
4275,95,"[[90, 92]]","(True, 96)"
4276,95,"[[91, 93]]","(True, 96)"
4277,95,"[[92, 94]]","(True, 96)"
4278,96,"[[1, 3]]","(True, 97)"
4279,96,"[[2, 4]]","(True, 97)"
4280,96,"[[3, 5]]","(True, 97)"
4281,96,"[[4, 6]]","(True, 97)"
4282,96,"[[5, 7]]","(True, 97)"
4283,96,"[[6, 8]]","(True, 97)"
4284,96,"[[7, 9]]","(True, 97)"
4285,96,"[[8, 10]]","(True, 97)"
4286,96,"[[9, 11]]","(True, 97)"
4287,96,"[[10, 12]]","(True, 97)"
4288,96,"[[11, 13]]","(True, 97)"
4289,96,"[[12, 14]]","(True, 97)"
4290,96,"[[13, 15]]","(True, 97)"
4291,96,"[[14, 16]]","(True, 97)"
4292,96,"[[15, 17]]","(True, 97)"
4293,96,"[[16, 18]]","(True, 97)"
4294,96,"[[17, 19]]","(True, 97)"
4295,96,"[[18, 20]]","(True, 97)"
4296,96,"[[19, 21]]","(True, 97)"
4297,96,"[[20, 22]]","(True, 97)"
4298,96,"[[21, 23]]","(True, 97)"
4299,96,"[[22, 24]]","(True, 97)"
4300,96,"[[23, 25]]","(True, 97)"
4301,96,"[[24, 26]]","(True, 97)"
4302,96,"[[25, 27]]","(True, 97)"
4303,96,"[[26, 28]]","(True, 97)"
4304,96,"[[27, 29]]","(True, 97)"
4305,96,"[[28, 30]]","(True, 97)"
4306,96,"[[29, 31]]","(True, 97)"
4307,96,"[[30, 32]]","(True, 97)"
4308,96,"[[31, 33]]","(True, 97)"
4309,96,"[[32, 34]]","(True, 97)"
4310,96,"[[33, 35]]","(True, 97)"
4311,96,"[[34, 36]]","(True, 97)"
4312,96,"[[35, 37]]","(True, 97)"
4313,96,"[[36, 38]]","(True, 97)"
4314,96,"[[37, 39]]","(True, 97)"
4315,96,"[[38, 40]]","(True, 97)"
4316,96,"[[39, 41]]","(True, 97)"
4317,96,"[[40, 42]]","(True, 97)"
4318,96,"[[41, 43]]","(True, 97)"
4319,96,"[[42, 44]]","(True, 97)"
4320,96,"[[43, 45]]","(True, 97)"
4321,96,"[[44, 46]]","(True, 97)"
4322,96,"[[45, 47]]","(True, 97)"
4323,96,"[[46, 48]]","(True, 97)"
4324,96,"[[47, 49]]","(True, 97)"
4325,96,"[[48, 50]]","(True, 97)"
4326,96,"[[49, 51]]","(True, 97)"
4327,96,"[[50, 52]]","(True, 97)"
4328,96,"[[51, 53]]","(True, 97)"
4329,96,"[[52, 54]]","(True, 97)"
4330,96,"[[53, 55]]","(True, 97)"
4331,96,"[[54, 56]]","(True, 97)"
4332,96,"[[55, 57]]","(True, 97)"
4333,96,"[[56, 58]]","(True, 97)"
4334,96,"[[57, 59]]","(True, 97)"
4335,96,"[[58, 60]]","(True, 97)"
4336,96,"[[59, 61]]","(True, 97)"
4337,96,"[[60, 62]]","(True, 97)"
4338,96,"[[61, 63]]","(True, 97)"
4339,96,"[[62, 64]]","(True, 97)"
4340,96,"[[63, 65]]","(True, 97)"
4341,96,"[[64, 66]]","(True, 97)"
4342,96,"[[65, 67]]","(True, 97)"
4343,96,"[[66, 68]]","(True, 97)"
4344,96,"[[67, 69]]","(True, 97)"
4345,96,"[[68, 70]]","(True, 97)"
4346,96,"[[69, 71]]","(True, 97)"
4347,96,"[[70, 72]]","(True, 97)"
4348,96,"[[71, 73]]","(True, 97)"
4349,96,"[[72, 74]]","(True, 97)"
4350,96,"[[73, 75]]","(True, 97)"
4351,96,"[[74, 76]]","(True, 97)"
4352,96,"[[75, 77]]","(True, 97)"
4353,96,"[[76, 78]]","(True, 97)"
4354,96,"[[77, 79]]","(True, 97)"
4355,96,"[[78, 80]]","(True, 97)"
4356,96,"[[79, 81]]","(True, 97)"
4357,96,"[[80, 82]]","(True, 97)"
4358,96,"[[81, 83]]","(True, 97)"
4359,96,"[[82, 84]]","(True, 97)"
4360,96,"[[83, 85]]","(True, 97)"
4361,96,"[[84, 86]]","(True, 97)"
4362,96,"[[85, 87]]","(True, 97)"
4363,96,"[[86, 88]]","(True, 97)"
4364,96,"[[87, 89]]","(True, 97)"
4365,96,"[[88, 90]]","(True, 97)"
4366,96,"[[89, 91]]","(True, 97)"
4367,96,"[[90, 92]]","(True, 97)"
4368,96,"[[91, 93]]","(True, 97)"
4369,96,"[[92, 94]]","(True, 97)"
4370,96,"[[93, 95]]","(True, 97)"
4371,97,"[[1, 3]]","(True, 98)"
4372,97,"[[2, 4]]","(True, 98)"
4373,97,"[[3, 5]]","(True, 98)"
4374,97,"[[4, 6]]","(True, 98)"
4375,97,"[[5, 7]]","(True, 98)"
4376,97,"[[6, 8]]","(True, 98)"
4377,97,"[[7, 9]]","(True, 98)"
4378,97,"[[8, 10]]","(True, 98)"
4379,97,"[[9, 11]]","(True, 98)"
4380,97,"[[10, 12]]","(True, 98)"
4381,97,"[[11, 13]]","(True, 98)"
4382,97,"[[12, 14]]","(True, 98)"
4383,97,"[[13, 15]]","(True, 98)"
4384,97,"[[14, 16]]","(True, 98)"
4385,97,"[[15, 17]]","(True, 98)"
4386,97,"[[16, 18]]","(True, 98)"
4387,97,"[[17, 19]]","(True, 98)"
4388,97,"[[18, 20]]","(True, 98)"
4389,97,"[[19, 21]]","(True, 98)"
4390,97,"[[20, 22]]","(True, 98)"
4391,97,"[[21, 23]]","(True, 98)"
4392,97,"[[22, 24]]","(True, 98)"
4393,97,"[[23, 25]]","(True, 98)"
4394,97,"[[24, 26]]","(True, 98)"
4395,97,"[[25, 27]]","(True, 98)"
4396,97,"[[26, 28]]","(True, 98)"
4397,97,"[[27, 29]]","(True, 98)"
4398,97,"[[28, 30]]","(True, 98)"
4399,97,"[[29, 31]]","(True, 98)"
4400,97,"[[30, 32]]","(True, 98)"
4401,97,"[[31, 33]]","(True, 98)"
4402,97,"[[32, 34]]","(True, 98)"
4403,97,"[[33, 35]]","(True, 98)"
4404,97,"[[34, 36]]","(True, 98)"
4405,97,"[[35, 37]]","(True, 98)"
4406,97,"[[36, 38]]","(True, 98)"
4407,97,"[[37, 39]]","(True, 98)"
4408,97,"[[38, 40]]","(True, 98)"
4409,97,"[[39, 41]]","(True, 98)"
4410,97,"[[40, 42]]","(True, 98)"
4411,97,"[[41, 43]]","(True, 98)"
4412,97,"[[42, 44]]","(True, 98)"
4413,97,"[[43, 45]]","(True, 98)"
4414,97,"[[44, 46]]","(True, 98)"
4415,97,"[[45, 47]]","(True, 98)"
4416,97,"[[46, 48]]","(True, 98)"
4417,97,"[[47, 49]]","(True, 98)"
4418,97,"[[48, 50]]","(True, 98)"
4419,97,"[[49, 51]]","(True, 98)"
4420,97,"[[50, 52]]","(True, 98)"
4421,97,"[[51, 53]]","(True, 98)"
4422,97,"[[52, 54]]","(True, 98)"
4423,97,"[[53, 55]]","(True, 98)"
4424,97,"[[54, 56]]","(True, 98)"
4425,97,"[[55, 57]]","(True, 98)"
4426,97,"[[56, 58]]","(True, 98)"
4427,97,"[[57, 59]]","(True, 98)"
4428,97,"[[58, 60]]","(True, 98)"
4429,97,"[[59, 61]]","(True, 98)"
4430,97,"[[60, 62]]","(True, 98)"
4431,97,"[[61, 63]]","(True, 98)"
4432,97,"[[62, 64]]","(True, 98)"
4433,97,"[[63, 65]]","(True, 98)"
4434,97,"[[64, 66]]","(True, 98)"
4435,97,"[[65, 67]]","(True, 98)"
4436,97,"[[66, 68]]","(True, 98)"
4437,97,"[[67, 69]]","(True, 98)"
4438,97,"[[68, 70]]","(True, 98)"
4439,97,"[[69, 71]]","(True, 98)"
4440,97,"[[70, 72]]","(True, 98)"
4441,97,"[[71, 73]]","(True, 98)"
4442,97,"[[72, 74]]","(True, 98)"
4443,97,"[[73, 75]]","(True, 98)"
4444,97,"[[74, 76]]","(True, 98)"
4445,97,"[[75, 77]]","(True, 98)"
4446,97,"[[76, 78]]","(True, 98)"
4447,97,"[[77, 79]]","(True, 98)"
4448,97,"[[78, 80]]","(True, 98)"
4449,97,"[[79, 81]]","(True, 98)"
4450,97,"[[80, 82]]","(True, 98)"
4451,97,"[[81, 83]]","(True, 98)"
4452,97,"[[82, 84]]","(True, 98)"
4453,97,"[[83, 85]]","(True, 98)"
4454,97,"[[84, 86]]","(True, 98)"
4455,97,"[[85, 87]]","(True, 98)"
4456,97,"[[86, 88]]","(True, 98)"
4457,97,"[[87, 89]]","(True, 98)"
4458,97,"[[88, 90]]","(True, 98)"
4459,97,"[[89, 91]]","(True, 98)"
4460,97,"[[90, 92]]","(True, 98)"
4461,97,"[[91, 93]]","(True, 98)"
4462,97,"[[92, 94]]","(True, 98)"
4463,97,"[[93, 95]]","(True, 98)"
4464,97,"[[94, 96]]","(True, 98)"
4465,98,"[[1, 3]]","(True, 99)"
4466,98,"[[2, 4]]","(True, 99)"
4467,98,"[[3, 5]]","(True, 99)"
4468,98,"[[4, 6]]","(True, 99)"
4469,98,"[[5, 7]]","(True, 99)"
4470,98,"[[6, 8]]","(True, 99)"
4471,98,"[[7, 9]]","(True, 99)"
4472,98,"[[8, 10]]","(True, 99)"
4473,98,"[[9, 11]]","(True, 99)"
4474,98,"[[10, 12]]","(True, 99)"
4475,98,"[[11, 13]]","(True, 99)"
4476,98,"[[12, 14]]","(True, 99)"
4477,98,"[[13, 15]]","(True, 99)"
4478,98,"[[14, 16]]","(True, 99)"
4479,98,"[[15, 17]]","(True, 99)"
4480,98,"[[16, 18]]","(True, 99)"
4481,98,"[[17, 19]]","(True, 99)"
4482,98,"[[18, 20]]","(True, 99)"
4483,98,"[[19, 21]]","(True, 99)"
4484,98,"[[20, 22]]","(True, 99)"
4485,98,"[[21, 23]]","(True, 99)"
4486,98,"[[22, 24]]","(True, 99)"
4487,98,"[[23, 25]]","(True, 99)"
4488,98,"[[24, 26]]","(True, 99)"
4489,98,"[[25, 27]]","(True, 99)"
4490,98,"[[26, 28]]","(True, 99)"
4491,98,"[[27, 29]]","(True, 99)"
4492,98,"[[28, 30]]","(True, 99)"
4493,98,"[[29, 31]]","(True, 99)"
4494,98,"[[30, 32]]","(True, 99)"
4495,98,"[[31, 33]]","(True, 99)"
4496,98,"[[32, 34]]","(True, 99)"
4497,98,"[[33, 35]]","(True, 99)"
4498,98,"[[34, 36]]","(True, 99)"
4499,98,"[[35, 37]]","(True, 99)"
4500,98,"[[36, 38]]","(True, 99)"
4501,98,"[[37, 39]]","(True, 99)"
4502,98,"[[38, 40]]","(True, 99)"
4503,98,"[[39, 41]]","(True, 99)"
4504,98,"[[40, 42]]","(True, 99)"
4505,98,"[[41, 43]]","(True, 99)"
4506,98,"[[42, 44]]","(True, 99)"
4507,98,"[[43, 45]]","(True, 99)"
4508,98,"[[44, 46]]","(True, 99)"
4509,98,"[[45, 47]]","(True, 99)"
4510,98,"[[46, 48]]","(True, 99)"
4511,98,"[[47, 49]]","(True, 99)"
4512,98,"[[48, 50]]","(True, 99)"
4513,98,"[[49, 51]]","(True, 99)"
4514,98,"[[50, 52]]","(True, 99)"
4515,98,"[[51, 53]]","(True, 99)"
4516,98,"[[52, 54]]","(True, 99)"
4517,98,"[[53, 55]]","(True, 99)"
4518,98,"[[54, 56]]","(True, 99)"
4519,98,"[[55, 57]]","(True, 99)"
4520,98,"[[56, 58]]","(True, 99)"
4521,98,"[[57, 59]]","(True, 99)"
4522,98,"[[58, 60]]","(True, 99)"
4523,98,"[[59, 61]]","(True, 99)"
4524,98,"[[60, 62]]","(True, 99)"
4525,98,"[[61, 63]]","(True, 99)"
4526,98,"[[62, 64]]","(True, 99)"
4527,98,"[[63, 65]]","(True, 99)"
4528,98,"[[64, 66]]","(True, 99)"
4529,98,"[[65, 67]]","(True, 99)"
4530,98,"[[66, 68]]","(True, 99)"
4531,98,"[[67, 69]]","(True, 99)"
4532,98,"[[68, 70]]","(True, 99)"
4533,98,"[[69, 71]]","(True, 99)"
4534,98,"[[70, 72]]","(True, 99)"
4535,98,"[[71, 73]]","(True, 99)"
4536,98,"[[72, 74]]","(True, 99)"
4537,98,"[[73, 75]]","(True, 99)"
4538,98,"[[74, 76]]","(True, 99)"
4539,98,"[[75, 77]]","(True, 99)"
4540,98,"[[76, 78]]","(True, 99)"
4541,98,"[[77, 79]]","(True, 99)"
4542,98,"[[78, 80]]","(True, 99)"
4543,98,"[[79, 81]]","(True, 99)"
4544,98,"[[80, 82]]","(True, 99)"
4545,98,"[[81, 83]]","(True, 99)"
4546,98,"[[82, 84]]","(True, 99)"
4547,98,"[[83, 85]]","(True, 99)"
4548,98,"[[84, 86]]","(True, 99)"
4549,98,"[[85, 87]]","(True, 99)"
4550,98,"[[86, 88]]","(True, 99)"
4551,98,"[[87, 89]]","(True, 99)"
4552,98,"[[88, 90]]","(True, 99)"
4553,98,"[[89, 91]]","(True, 99)"
4554,98,"[[90, 92]]","(True, 99)"
4555,98,"[[91, 93]]","(True, 99)"
4556,98,"[[92, 94]]","(True, 99)"
4557,98,"[[93, 95]]","(True, 99)"
4558,98,"[[94, 96]]","(True, 99)"
4559,98,"[[95, 97]]","(True, 99)"
4560,99,"[[1, 3]]","(True, 100)"
4561,99,"[[2, 4]]","(True, 100)"
4562,99,"[[3, 5]]","(True, 100)"
4563,99,"[[4, 6]]","(True, 100)"
4564,99,"[[5, 7]]","(True, 100)"
4565,99,"[[6, 8]]","(True, 100)"
4566,99,"[[7, 9]]","(True, 100)"
4567,99,"[[8, 10]]","(True, 100)"
4568,99,"[[9, 11]]","(True, 100)"
4569,99,"[[10, 12]]","(True, 100)"
4570,99,"[[11, 13]]","(True, 100)"
4571,99,"[[12, 14]]","(True, 100)"
4572,99,"[[13, 15]]","(True, 100)"
4573,99,"[[14, 16]]","(True, 100)"
4574,99,"[[15, 17]]","(True, 100)"
4575,99,"[[16, 18]]","(True, 100)"
4576,99,"[[17, 19]]","(True, 100)"
4577,99,"[[18, 20]]","(True, 100)"
4578,99,"[[19, 21]]","(True, 100)"
4579,99,"[[20, 22]]","(True, 100)"
4580,99,"[[21, 23]]","(True, 100)"
4581,99,"[[22, 24]]","(True, 100)"
4582,99,"[[23, 25]]","(True, 100)"
4583,99,"[[24, 26]]","(True, 100)"
4584,99,"[[25, 27]]","(True, 100)"
4585,99,"[[26, 28]]","(True, 100)"
4586,99,"[[27, 29]]","(True, 100)"
4587,99,"[[28, 30]]","(True, 100)"
4588,99,"[[29, 31]]","(True, 100)"
4589,99,"[[30, 32]]","(True, 100)"
4590,99,"[[31, 33]]","(True, 100)"
4591,99,"[[32, 34]]","(True, 100)"
4592,99,"[[33, 35]]","(True, 100)"
4593,99,"[[34, 36]]","(True, 100)"
4594,99,"[[35, 37]]","(True, 100)"
4595,99,"[[36, 38]]","(True, 100)"
4596,99,"[[37, 39]]","(True, 100)"
4597,99,"[[38, 40]]","(True, 100)"
4598,99,"[[39, 41]]","(True, 100)"
4599,99,"[[40, 42]]","(True, 100)"
4600,99,"[[41, 43]]","(True, 100)"
4601,99,"[[42, 44]]","(True, 100)"
4602,99,"[[43, 45]]","(True, 100)"
4603,99,"[[44, 46]]","(True, 100)"
4604,99,"[[45, 47]]","(True, 100)"
4605,99,"[[46, 48]]","(True, 100)"
4606,99,"[[47, 49]]","(True, 100)"
4607,99,"[[48, 50]]","(True, 100)"
4608,99,"[[49, 51]]","(True, 100)"
4609,99,"[[50, 52]]","(True, 100)"
4610,99,"[[51, 53]]","(True, 100)"
4611,99,"[[52, 54]]","(True, 100)"
4612,99,"[[53, 55]]","(True, 100)"
4613,99,"[[54, 56]]","(True, 100)"
4614,99,"[[55, 57]]","(True, 100)"
4615,99,"[[56, 58]]","(True, 100)"
4616,99,"[[57, 59]]","(True, 100)"
4617,99,"[[58, 60]]","(True, 100)"
4618,99,"[[59, 61]]","(True, 100)"
4619,99,"[[60, 62]]","(True, 100)"
4620,99,"[[61, 63]]","(True, 100)"
4621,99,"[[62, 64]]","(True, 100)"
4622,99,"[[63, 65]]","(True, 100)"
4623,99,"[[64, 66]]","(True, 100)"
4624,99,"[[65, 67]]","(True, 100)"
4625,99,"[[66, 68]]","(True, 100)"
4626,99,"[[67, 69]]","(True, 100)"
4627,99,"[[68, 70]]","(True, 100)"
4628,99,"[[69, 71]]","(True, 100)"
4629,99,"[[70, 72]]","(True, 100)"
4630,99,"[[71, 73]]","(True, 100)"
4631,99,"[[72, 74]]","(True, 100)"
4632,99,"[[73, 75]]","(True, 100)"
4633,99,"[[74, 76]]","(True, 100)"
4634,99,"[[75, 77]]","(True, 100)"
4635,99,"[[76, 78]]","(True, 100)"
4636,99,"[[77, 79]]","(True, 100)"
4637,99,"[[78, 80]]","(True, 100)"
4638,99,"[[79, 81]]","(True, 100)"
4639,99,"[[80, 82]]","(True, 100)"
4640,99,"[[81, 83]]","(True, 100)"
4641,99,"[[82, 84]]","(True, 100)"
4642,99,"[[83, 85]]","(True, 100)"
4643,99,"[[84, 86]]","(True, 100)"
4644,99,"[[85, 87]]","(True, 100)"
4645,99,"[[86, 88]]","(True, 100)"
4646,99,"[[87, 89]]","(True, 100)"
4647,99,"[[88, 90]]","(True, 100)"
4648,99,"[[89, 91]]","(True, 100)"
4649,99,"[[90, 92]]","(True, 100)"
4650,99,"[[91, 93]]","(True, 100)"
4651,99,"[[92, 94]]","(True, 100)"
4652,99,"[[93, 95]]","(True, 100)"
4653,99,"[[94, 96]]","(True, 100)"
4654,99,"[[95, 97]]","(True, 100)"
4655,99,"[[96, 98]]","(True, 100)"
100,"[[1, 3]]","(True, 101)"
100,"[[2, 4]]","(True, 101)"
100,"[[3, 5]]","(True, 101)"
100,"[[4, 6]]","(True, 101)"
100,"[[5, 7]]","(True, 101)"
100,"[[6, 8]]","(True, 101)"
100,"[[7, 9]]","(True, 101)"
100,"[[8, 10]]","(True, 101)"
100,"[[9, 11]]","(True, 101)"
100,"[[10, 12]]","(True, 101)"
100,"[[11, 13]]","(True, 101)"
100,"[[12, 14]]","(True, 101)"
100,"[[13, 15]]","(True, 101)"
100,"[[14, 16]]","(True, 101)"
100,"[[15, 17]]","(True, 101)"
100,"[[16, 18]]","(True, 101)"
100,"[[17, 19]]","(True, 101)"
100,"[[18, 20]]","(True, 101)"
100,"[[19, 21]]","(True, 101)"
100,"[[20, 22]]","(True, 101)"
100,"[[21, 23]]","(True, 101)"
100,"[[22, 24]]","(True, 101)"
100,"[[23, 25]]","(True, 101)"
100,"[[24, 26]]","(True, 101)"
100,"[[25, 27]]","(True, 101)"
100,"[[26, 28]]","(True, 101)"
100,"[[27, 29]]","(True, 101)"
100,"[[28, 30]]","(True, 101)"
100,"[[29, 31]]","(True, 101)"
100,"[[30, 32]]","(True, 101)"
100,"[[31, 33]]","(True, 101)"
100,"[[32, 34]]","(True, 101)"
100,"[[33, 35]]","(True, 101)"
100,"[[34, 36]]","(True, 101)"
100,"[[35, 37]]","(True, 101)"
100,"[[36, 38]]","(True, 101)"
100,"[[37, 39]]","(True, 101)"
100,"[[38, 40]]","(True, 101)"
100,"[[39, 41]]","(True, 101)"
100,"[[40, 42]]","(True, 101)"
100,"[[41, 43]]","(True, 101)"
100,"[[42, 44]]","(True, 101)"
100,"[[43, 45]]","(True, 101)"
100,"[[44, 46]]","(True, 101)"
100,"[[45, 47]]","(True, 101)"
100,"[[46, 48]]","(True, 101)"
100,"[[47, 49]]","(True, 101)"
100,"[[48, 50]]","(True, 101)"
100,"[[49, 51]]","(True, 101)"
100,"[[50, 52]]","(True, 101)"
100,"[[51, 53]]","(True, 101)"
100,"[[52, 54]]","(True, 101)"
100,"[[53, 55]]","(True, 101)"
100,"[[54, 56]]","(True, 101)"
100,"[[55, 57]]","(True, 101)"
100,"[[56, 58]]","(True, 101)"
100,"[[57, 59]]","(True, 101)"
100,"[[58, 60]]","(True, 101)"
100,"[[59, 61]]","(True, 101)"
100,"[[60, 62]]","(True, 101)"
100,"[[61, 63]]","(True, 101)"
100,"[[62, 64]]","(True, 101)"
100,"[[63, 65]]","(True, 101)"
100,"[[64, 66]]","(True, 101)"
100,"[[65, 67]]","(True, 101)"
100,"[[66, 68]]","(True, 101)"
100,"[[67, 69]]","(True, 101)"
100,"[[68, 70]]","(True, 101)"
100,"[[69, 71]]","(True, 101)"
100,"[[70, 72]]","(True, 101)"
100,"[[71, 73]]","(True, 101)"
100,"[[72, 74]]","(True, 101)"
100,"[[73, 75]]","(True, 101)"
100,"[[74, 76]]","(True, 101)"
100,"[[75, 77]]","(True, 101)"
100,"[[76, 78]]","(True, 101)"
100,"[[77, 79]]","(True, 101)"
100,"[[78, 80]]","(True, 101)"
100,"[[79, 81]]","(True, 101)"
100,"[[80, 82]]","(True, 101)"
100,"[[81, 83]]","(True, 101)"
100,"[[82, 84]]","(True, 101)"
100,"[[83, 85]]","(True, 101)"
100,"[[84, 86]]","(True, 101)"
100,"[[85, 87]]","(True, 101)"
100,"[[86, 88]]","(True, 101)"
100,"[[87, 89]]","(True, 101)"
100,"[[88, 90]]","(True, 101)"
100,"[[89, 91]]","(True, 101)"
100,"[[90, 92]]","(True, 101)"
100,"[[91, 93]]","(True, 101)"
100,"[[92, 94]]","(True, 101)"
100,"[[93, 95]]","(True, 101)"
100,"[[94, 96]]","(True, 101)"
100,"[[95, 97]]","(True, 101)"
100,"[[96, 98]]","(True, 101)"
100,"[[97, 99]]","(True, 101)"
101,"[[1, 3]]","(True, 102)"
101,"[[2, 4]]","(True, 102)"
101,"[[3, 5]]","(True, 102)"
101,"[[4, 6]]","(True, 102)"
101,"[[5, 7]]","(True, 102)"
101,"[[6, 8]]","(True, 102)"
101,"[[7, 9]]","(True, 102)"
101,"[[8, 10]]","(True, 102)"
101,"[[9, 11]]","(True, 102)"
101,"[[10, 12]]","(True, 102)"
101,"[[11, 13]]","(True, 102)"
101,"[[12, 14]]","(True, 102)"
101,"[[13, 15]]","(True, 102)"
101,"[[14, 16]]","(True, 102)"
101,"[[15, 17]]","(True, 102)"
101,"[[16, 18]]","(True, 102)"
101,"[[17, 19]]","(True, 102)"
101,"[[18, 20]]","(True, 102)"
101,"[[19, 21]]","(True, 102)"
101,"[[20, 22]]","(True, 102)"
101,"[[21, 23]]","(True, 102)"
101,"[[22, 24]]","(True, 102)"
101,"[[23, 25]]","(True, 102)"
101,"[[24, 26]]","(True, 102)"
101,"[[25, 27]]","(True, 102)"
101,"[[26, 28]]","(True, 102)"
101,"[[27, 29]]","(True, 102)"
101,"[[28, 30]]","(True, 102)"
101,"[[29, 31]]","(True, 102)"
101,"[[30, 32]]","(True, 102)"
101,"[[31, 33]]","(True, 102)"
101,"[[32, 34]]","(True, 102)"
101,"[[33, 35]]","(True, 102)"
101,"[[34, 36]]","(True, 102)"
101,"[[35, 37]]","(True, 102)"
101,"[[36, 38]]","(True, 102)"
101,"[[37, 39]]","(True, 102)"
101,"[[38, 40]]","(True, 102)"
101,"[[39, 41]]","(True, 102)"
101,"[[40, 42]]","(True, 102)"
101,"[[41, 43]]","(True, 102)"
101,"[[42, 44]]","(True, 102)"
101,"[[43, 45]]","(True, 102)"
101,"[[44, 46]]","(True, 102)"
101,"[[45, 47]]","(True, 102)"
101,"[[46, 48]]","(True, 102)"
101,"[[47, 49]]","(True, 102)"
101,"[[48, 50]]","(True, 102)"
101,"[[49, 51]]","(True, 102)"
101,"[[50, 52]]","(True, 102)"
101,"[[51, 53]]","(True, 102)"
101,"[[52, 54]]","(True, 102)"
101,"[[53, 55]]","(True, 102)"
101,"[[54, 56]]","(True, 102)"
101,"[[55, 57]]","(True, 102)"
101,"[[56, 58]]","(True, 102)"
101,"[[57, 59]]","(True, 102)"
101,"[[58, 60]]","(True, 102)"
101,"[[59, 61]]","(True, 102)"
101,"[[60, 62]]","(True, 102)"
101,"[[61, 63]]","(True, 102)"
101,"[[62, 64]]","(True, 102)"
101,"[[63, 65]]","(True, 102)"
101,"[[64, 66]]","(True, 102)"
101,"[[65, 67]]","(True, 102)"
101,"[[66, 68]]","(True, 102)"
101,"[[67, 69]]","(True, 102)"
101,"[[68, 70]]","(True, 102)"
101,"[[69, 71]]","(True, 102)"
101,"[[70, 72]]","(True, 102)"
101,"[[71, 73]]","(True, 102)"
101,"[[72, 74]]","(True, 102)"
101,"[[73, 75]]","(True, 102)"
101,"[[74, 76]]","(True, 102)"
101,"[[75, 77]]","(True, 102)"
101,"[[76, 78]]","(True, 102)"
101,"[[77, 79]]","(True, 102)"
101,"[[78, 80]]","(True, 102)"
101,"[[79, 81]]","(True, 102)"
101,"[[80, 82]]","(True, 102)"
101,"[[81, 83]]","(True, 102)"
101,"[[82, 84]]","(True, 102)"
101,"[[83, 85]]","(True, 102)"
101,"[[84, 86]]","(True, 102)"
101,"[[85, 87]]","(True, 102)"
101,"[[86, 88]]","(True, 102)"
101,"[[87, 89]]","(True, 102)"
101,"[[88, 90]]","(True, 102)"
101,"[[89, 91]]","(True, 102)"
101,"[[90, 92]]","(True, 102)"
101,"[[91, 93]]","(True, 102)"
101,"[[92, 94]]","(True, 102)"
101,"[[93, 95]]","(True, 102)"
101,"[[94, 96]]","(True, 102)"
101,"[[95, 97]]","(True, 102)"
101,"[[96, 98]]","(True, 102)"
101,"[[97, 99]]","(True, 102)"
101,"[[98, 100]]","(True, 102)"
102,"[[1, 3]]","(True, 103)"
102,"[[2, 4]]","(True, 103)"
102,"[[3, 5]]","(True, 103)"
102,"[[4, 6]]","(True, 103)"
102,"[[5, 7]]","(True, 103)"
102,"[[6, 8]]","(True, 103)"
102,"[[7, 9]]","(True, 103)"
102,"[[8, 10]]","(True, 103)"
102,"[[9, 11]]","(True, 103)"
102,"[[10, 12]]","(True, 103)"
102,"[[11, 13]]","(True, 103)"
102,"[[12, 14]]","(True, 103)"
102,"[[13, 15]]","(True, 103)"
102,"[[14, 16]]","(True, 103)"
102,"[[15, 17]]","(True, 103)"
102,"[[16, 18]]","(True, 103)"
102,"[[17, 19]]","(True, 103)"
102,"[[18, 20]]","(True, 103)"
102,"[[19, 21]]","(True, 103)"
102,"[[20, 22]]","(True, 103)"
102,"[[21, 23]]","(True, 103)"
102,"[[22, 24]]","(True, 103)"
102,"[[23, 25]]","(True, 103)"
102,"[[24, 26]]","(True, 103)"
102,"[[25, 27]]","(True, 103)"
102,"[[26, 28]]","(True, 103)"
102,"[[27, 29]]","(True, 103)"
102,"[[28, 30]]","(True, 103)"
102,"[[29, 31]]","(True, 103)"
102,"[[30, 32]]","(True, 103)"
102,"[[31, 33]]","(True, 103)"
102,"[[32, 34]]","(True, 103)"
102,"[[33, 35]]","(True, 103)"
102,"[[34, 36]]","(True, 103)"
102,"[[35, 37]]","(True, 103)"
102,"[[36, 38]]","(True, 103)"
102,"[[37, 39]]","(True, 103)"
